Mh	DMP	CrossSection_fb	 	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1	totalWidth	brh2	brhp	brhm	cs_total
1	50	2.760800e+01	4.886300e-02	4.913400e-02	4.904800e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.470450e-01	1.000000e+00	NaN	NaN	2.760800e+01
1	60	2.472800e+01	6.402800e-02	6.388900e-02	6.330300e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.912200e-01	1.000000e+00	NaN	NaN	2.472800e+01
1	70	2.213900e+01	8.102000e-02	8.071100e-02	8.086300e-02	NaN	NaN	NaN	NaN	NaN	NaN	2.425940e-01	1.000000e+00	NaN	NaN	2.213900e+01
1	80	1.988500e+01	1.007500e-01	1.006900e-01	9.967800e-02	NaN	NaN	NaN	NaN	NaN	NaN	3.011180e-01	1.000000e+00	NaN	NaN	1.988500e+01
1	90	1.793300e+01	1.236100e-01	1.222100e-01	1.221800e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.680000e-01	1.000000e+00	NaN	NaN	1.793300e+01
10	10	1.633000e+02	NaN	NaN	NaN	1.368800e-08	1.369200e-08	1.175900e-08	1.369700e-08	1.370700e-08	1.176800e-08	7.831100e-08	NaN	4.997893e-01	5.002107e-01	4.082499e+01
10	100	2.181500e+01	NaN	NaN	NaN	2.468600e-02	2.469300e-02	2.463200e-02	2.476600e-02	2.474800e-02	2.461300e-02	1.481380e-01	NaN	4.996085e-01	5.003915e-01	5.453747e+00
10	110	1.866900e+01	NaN	NaN	NaN	4.709400e-02	4.682500e-02	4.697300e-02	4.693900e-02	4.698300e-02	4.708000e-02	2.818940e-01	NaN	4.998049e-01	5.001951e-01	4.667249e+00
10	120	1.606500e+01	NaN	NaN	NaN	7.493300e-02	7.530900e-02	7.463900e-02	7.521900e-02	7.490100e-02	7.511600e-02	4.501170e-01	NaN	4.996057e-01	5.003943e-01	4.016248e+00
10	20	1.209900e+02	NaN	NaN	NaN	3.980900e-07	3.978500e-07	3.827300e-07	3.982900e-07	3.977900e-07	3.828500e-07	2.357600e-06	NaN	4.999449e-01	5.000551e-01	3.024750e+01
10	30	9.157500e+01	NaN	NaN	NaN	2.839500e-06	2.836300e-06	2.788200e-06	2.838100e-06	2.838100e-06	2.789200e-06	1.692940e-05	NaN	4.999587e-01	5.000413e-01	2.289375e+01
10	40	7.134300e+01	NaN	NaN	NaN	1.163300e-05	1.164300e-05	1.151700e-05	1.164200e-05	1.164100e-05	1.152400e-05	6.960000e-05	NaN	4.998994e-01	5.001006e-01	1.783575e+01
10	50	5.646300e+01	NaN	NaN	NaN	3.603300e-05	3.605300e-05	3.584300e-05	3.604100e-05	3.604000e-05	3.585300e-05	2.158630e-04	NaN	4.999884e-01	5.000116e-01	1.411575e+01
10	60	4.546000e+01	NaN	NaN	NaN	9.648900e-05	9.644600e-05	9.601500e-05	9.638900e-05	9.643000e-05	9.598200e-05	5.777510e-04	NaN	5.001289e-01	4.998711e-01	1.136500e+01
